Food_code,Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Vitamin D (D2 + D3),Cholesterol,"Fatty acids, total saturated",Potassium,Energy,Main_food_description,catnumb,catname,novaclass,macroclass
28143210,11.34,2.18,16.21,4.8,0.4,17.0,0.52,297.0,0.0,27.0,0.535,119.0,133.0,Chicken in orange sauce with almond rice (diet frozen meal),3404,Stir-fry and soy-based sauce mixtures,4,Other
28143220,7.06,1.58,16.98,6.48,1.1,13.0,0.68,148.0,0.0,16.0,0.472,144.0,109.0,"Chicken in barbecue sauce, with rice, vegetable and dessert, reduced fat and sodium (diet frozen meal)",3004,Poultry mixed dishes,4,Meat
28144100,8.71,5.22,10.58,1.56,1.0,56.0,0.57,51.0,0.1,33.0,2.179,118.0,124.0,Chicken and vegetable entree with noodles and cream sauce (frozen meal),3004,Poultry mixed dishes,4,Meat
28145000,6.97,3.89,16.32,4.82,1.3,27.0,0.79,326.0,0.1,14.0,0.877,230.0,128.0,"Turkey dinner, NFS (frozen meal)",3004,Poultry mixed dishes,4,Meat
28145100,7.03,1.8,17.98,9.78,1.4,41.0,1.08,134.0,0.0,14.0,0.528,221.0,112.0,"Turkey with dressing, gravy, vegetable and fruit (diet frozen meal)",3004,Poultry mixed dishes,4,Meat
28145110,9.45,1.51,10.54,3.47,1.4,24.0,0.93,181.0,0.1,23.0,0.43,215.0,94.0,"Turkey with vegetable, stuffing (diet frozen meal)",3004,Poultry mixed dishes,4,Meat
28145210,6.97,3.89,16.32,4.82,1.3,27.0,0.79,326.0,0.1,14.0,0.877,230.0,128.0,"Turkey with gravy, dressing, potatoes, vegetable (frozen meal)",3004,Poultry mixed dishes,4,Meat
28145610,6.67,3.13,12.24,6.59,1.5,16.0,0.61,296.0,0.1,14.0,1.046,149.0,104.0,"Turkey with gravy, dressing, potatoes, vegetable, dessert (frozen meal, large meat portion)",3004,Poultry mixed dishes,4,Meat
28145710,7.69,5.94,12.6,2.08,0.9,48.0,0.96,308.0,0.2,23.0,1.927,145.0,140.0,Turkey tetrazzini (frozen meal),3004,Poultry mixed dishes,4,Meat
28150000,7.56,11.22,20.81,2.68,2.5,23.0,1.02,583.0,0.2,15.0,2.426,243.0,213.0,"Fish dinner, NFS (frozen meal)",3006,Seafood mixed dishes,4,Fish
28150210,9.12,2.45,4.3,2.37,0.4,91.0,0.59,249.0,0.2,28.0,1.169,235.0,77.0,Haddock with chopped spinach (diet frozen meal),3006,Seafood mixed dishes,4,Fish
28150220,6.59,1.64,5.34,2.34,0.9,73.0,0.31,237.0,1.0,19.0,0.691,188.0,62.0,Flounder with chopped broccoli (diet frozen meal),3006,Seafood mixed dishes,4,Fish
28150230,8.77,8.05,7.68,2.06,1.5,20.0,0.94,492.0,13.1,22.0,1.497,201.0,137.0,Turbot with vegetable (diet frozen meal),3006,Seafood mixed dishes,4,Fish
28150240,9.71,1.66,5.72,0.87,1.6,33.0,0.59,873.0,1.8,30.0,0.371,188.0,77.0,Sole with vegetable (diet frozen meal),3006,Seafood mixed dishes,4,Fish
28150370,5.78,2.4,10.2,1.75,1.0,30.0,0.42,411.0,1.1,18.0,0.578,176.0,91.0,"Flounder in cream sauce with potatoes, carrots (diet frozen meal)",3006,Seafood mixed dishes,4,Fish
28150510,6.11,3.81,11.27,1.4,1.3,14.0,0.73,428.0,0.2,14.0,1.465,171.0,105.0,"Fish in lemon-butter sauce with starch item, vegetable (frozen meal)",3006,Seafood mixed dishes,4,Fish
28150650,4.13,6.85,24.53,9.16,1.5,20.0,1.28,175.0,0.1,5.0,2.709,119.0,175.0,"Fish, breaded, or fish sticks, with pasta, vegetable and dessert (frozen meal)",3006,Seafood mixed dishes,4,Fish
28150810,8.79,6.65,15.86,1.61,2.3,24.0,1.05,465.0,0.1,21.0,1.566,253.0,159.0,"Scallops with potatoes, vegetable (frozen meal)",3006,Seafood mixed dishes,4,Fish
28150910,8.9,7.24,15.4,1.39,1.7,42.0,0.97,524.0,0.2,77.0,1.666,220.0,161.0,"Shrimp with potatoes, vegetable (frozen meal)",3006,Seafood mixed dishes,4,Fish
28152030,4.65,4.38,11.78,0.79,1.1,31.0,0.58,395.0,0.2,34.0,1.942,127.0,108.0,"Seafood newburg with rice, vegetable (frozen meal)",3006,Seafood mixed dishes,4,Fish
28152050,4.19,1.21,16.35,2.22,1.4,27.0,1.29,447.0,0.0,24.0,0.235,150.0,94.0,"Shrimp with rice, vegetable (frozen meal)",3006,Seafood mixed dishes,4,Fish
28153010,7.72,2.46,12.2,1.74,1.2,40.0,1.57,270.0,0.1,36.0,1.115,246.0,102.0,"Shrimp and clams in tomato-based sauce, with noodles (frozen meal)",3006,Seafood mixed dishes,4,Fish
28154010,5.44,1.76,13.5,1.81,1.5,32.0,0.94,435.0,0.0,37.0,0.548,95.0,97.0,Shrimp and vegetables in sauce with noodles (diet frozen meal),3006,Seafood mixed dishes,4,Fish
28160300,6.61,7.4,9.65,2.85,1.0,45.0,1.05,371.0,0.1,18.0,2.372,184.0,131.0,"Meat loaf dinner, NFS (frozen meal)",3002,Meat mixed dishes,4,Meat
28160310,6.61,7.4,9.65,2.85,1.0,45.0,1.05,371.0,0.1,18.0,2.372,184.0,131.0,"Meat loaf with potatoes, vegetable (frozen meal)",3002,Meat mixed dishes,4,Meat
28160650,4.89,4.38,9.25,2.25,1.2,41.0,2.09,304.0,0.0,12.0,1.313,193.0,94.0,Stuffed green pepper (frozen meal),6422,Vegetable mixed dishes,4,Vegetable
28160660,6.97,2.58,9.15,2.3,1.0,12.0,1.04,482.0,0.0,23.0,1.071,258.0,87.0,Stuffed green pepper (diet frozen meal),6422,Vegetable mixed dishes,4,Vegetable
28160710,5.55,3.13,6.93,2.07,0.9,22.0,0.77,227.0,0.1,16.0,1.142,191.0,78.0,"Stuffed cabbage, with meat and tomato sauce (diet frozen meal)",3002,Meat mixed dishes,4,Meat
28160810,9.22,2.3,5.23,0.96,2.3,31.0,4.07,52.0,0.0,174.0,0.693,284.0,76.0,"Livers, chicken, with vegetable (diet frozen meal)",3004,Poultry mixed dishes,4,Meat
28310110,1.14,0.22,0.04,0.0,0.0,6.0,0.17,372.0,0.0,0.0,0.11,54.0,7.0,"Beef, broth, bouillon, or consomme",3802,Soups,4,Other
28310120,2.0,0.6,1.2,0.13,0.0,4.0,0.21,30.0,0.0,0.0,0.179,86.0,16.0,"Beef, broth, bouillon, or consomme, canned, low sodium",3802,Soups,4,Other
28310130,15.97,8.89,17.4,16.71,0.0,60.0,1.0,26000.0,0.0,10.0,4.32,446.0,213.0,"Beef, broth, bouillon, or consomme, dry, not reconstituted",9999,Not included in a food category,4,Other
28310140,16.7,13.89,64.88,14.47,0.2,187.0,1.03,1067.0,0.0,13.0,3.433,309.0,438.0,"Beef, broth, bouillon, or consomme, low sodium, dry, not reconstituted",9999,Not included in a food category,4,Other
28310150,1.11,1.01,3.54,0.98,0.1,8.0,0.19,475.0,0.0,0.0,0.5,13.0,28.0,Oxtail soup,3802,Soups,4,Other
28310210,2.49,1.24,9.23,2.49,1.2,18.0,0.79,388.0,0.0,5.0,0.608,196.0,57.0,Chili beef soup,3802,Soups,4,Other
28311010,2.54,1.85,3.75,0.0,0.2,11.0,0.36,385.0,0.0,4.0,0.822,61.0,41.0,Pepperpot (tripe) soup,3802,Soups,4,Other
28315100,3.97,1.11,10.08,0.67,0.6,13.0,0.97,338.0,0.0,6.0,0.554,140.0,66.0,"Beef vegetable soup with potato, stew type",3802,Soups,4,Other
28316020,4.3,2.3,9.58,0.84,0.2,13.0,0.97,25.0,0.0,6.0,1.621,140.0,69.0,"Beef and mushroom soup, canned, low sodium",3802,Soups,4,Other
28317010,5.1,4.6,9.0,1.68,0.6,20.0,0.88,435.0,0.0,21.0,2.324,140.0,98.0,"Beef stroganoff soup, chunky style",3802,Soups,4,Other
28330110,2.03,1.07,3.87,0.26,0.5,8.0,0.34,415.0,0.0,2.0,0.455,65.0,33.0,"Scotch broth (lamb, vegetables, and barley)",3802,Soups,4,Other
28340110,2.02,0.57,0.38,0.29,0.0,4.0,0.21,306.0,0.0,0.0,0.16,86.0,16.0,"Chicken, broth, bouillon, or consomme",3802,Soups,4,Other
28340140,16.66,13.88,18.01,17.36,0.0,187.0,1.03,23875.0,0.0,13.0,3.43,309.0,267.0,"Chicken broth, bouillion, or consomme, dry, not reconstituted",9999,Not included in a food category,4,Other
28340170,2.0,0.6,1.2,0.13,0.0,4.0,0.21,30.0,0.0,0.0,0.179,86.0,16.0,"Chicken broth, canned, low sodium",3802,Soups,4,Other
28340310,1.08,0.59,3.43,1.02,0.8,10.0,0.37,391.0,0.0,2.0,0.13,31.0,23.0,Chicken gumbo soup,3802,Soups,4,Other
28340510,3.09,1.16,4.0,0.38,0.8,11.0,0.35,306.0,0.0,5.0,0.408,117.0,39.0,"Chicken noodle soup, chunky style",3802,Soups,4,Other
28340520,2.59,1.94,6.03,0.54,0.3,9.0,1.35,706.0,0.0,11.0,0.542,44.0,52.0,"Chicken soup, canned, undiluted",3802,Soups,4,Other
28340530,1.27,0.95,2.95,0.27,0.2,6.0,0.66,349.0,0.0,5.0,0.262,22.0,25.0,Chicken soup,3802,Soups,4,Other
28340610,5.06,2.64,6.88,0.87,0.6,10.0,0.69,354.0,0.0,12.0,0.79,70.0,71.0,"Chicken or turkey vegetable soup, stew type",3802,Soups,4,Other
28340630,5.11,1.33,5.41,0.6,0.4,14.0,0.78,370.0,0.0,5.0,0.4,45.0,53.0,"Chicken vegetable soup with rice, stew type, chunky style",3802,Soups,4,Other
28340690,1.16,4.46,5.2,0.64,0.3,15.0,0.16,416.0,0.0,7.0,1.636,73.0,65.0,"Chicken vegetable soup with potato and cheese, chunky style",3802,Soups,4,Other
28345040,1.8,1.3,9.5,0.39,0.4,11.0,0.2,357.0,0.0,6.0,0.5,272.0,58.0,"Chicken or turkey soup, cream of, canned, reduced sodium, undiluted",3802,Soups,4,Other
28345140,2.38,5.77,7.16,0.54,0.0,14.0,1.06,702.0,0.0,8.0,1.697,49.0,90.0,"Chicken or turkey soup, cream of, canned, undiluted",3802,Soups,4,Other
28355110,3.24,2.02,7.46,2.81,0.3,70.0,1.21,273.0,0.6,7.0,1.094,179.0,61.0,"Clam chowder, New England, NS as to prepared with water or milk",3802,Soups,4,Other
28355130,1.55,1.01,5.05,0.19,0.3,9.0,1.22,254.0,0.0,3.0,0.468,108.0,35.0,"Clam chowder, New England, prepared with water",3802,Soups,4,Other
28355140,2.33,4.23,5.68,0.0,0.8,14.0,0.56,194.0,0.0,3.0,0.701,337.0,70.0,"Clam chowder, New England, canned, reduced sodium, ready-to-serve",3802,Soups,4,Other
28355430,1.11,2.07,3.27,0.24,0.1,9.0,0.21,391.0,0.0,7.0,1.29,24.0,36.0,"Shrimp soup, cream of, prepared with water",3802,Soups,4,Other
28360100,1.14,0.22,0.04,0.0,0.0,6.0,0.17,372.0,0.0,0.0,0.11,54.0,7.0,"Meat broth, Puerto Rican style",3802,Soups,4,Other
28410000,24.1,4.9,43.5,35.8,7.7,81.0,6.3,5.0,0.0,0.0,3.465,222.0,314.0,Bee pollen,9999,Not included in a food category,1,Other
28500000,1.93,5.71,5.42,0.78,0.4,20.0,0.47,424.0,0.0,2.0,1.41,109.0,79.0,"Gravy, poultry",8412,"Dips, gravies, other sauces",4,Other
28500030,3.8,2.4,6.16,0.01,0.3,6.0,0.7,18.0,0.0,3.0,1.003,81.0,53.0,"Gravy, poultry, low sodium",8412,"Dips, gravies, other sauces",4,Other
28500040,3.75,2.36,4.81,0.21,0.4,6.0,0.7,560.0,0.0,3.0,1.153,81.0,53.0,"Gravy, beef or meat",8412,"Dips, gravies, other sauces",4,Other
28500060,3.8,2.4,6.16,0.01,0.3,6.0,0.7,18.0,0.0,3.0,1.003,81.0,53.0,"Gravy, beef or meat, low sodium",8412,"Dips, gravies, other sauces",4,Other
31101010,12.56,9.51,0.72,0.37,0.0,56.0,1.75,142.0,2.0,372.0,3.126,138.0,143.0,"Egg, whole, raw",2502,Eggs and omelets,1,Egg
31107000,12.53,10.57,1.12,1.12,0.0,50.0,1.19,278.0,2.2,372.0,3.254,126.0,154.0,"Egg, whole, pickled",2502,Eggs and omelets,3,Egg
31108010,10.9,0.17,0.73,0.71,0.0,7.0,0.08,166.0,0.0,0.0,0.0,163.0,52.0,"Egg, white only, raw",2502,Eggs and omelets,1,Egg
31110010,15.86,26.54,3.59,0.56,0.0,129.0,2.73,48.0,5.4,1085.0,9.551,109.0,322.0,"Egg, yolk only, raw",2502,Eggs and omelets,1,Egg
31203000,12.92,10.98,0.41,0.4,0.0,64.0,3.62,527.0,1.4,836.0,3.521,131.0,156.0,"Quail egg, canned",2502,Eggs and omelets,3,Egg
32202025,13.97,9.68,27.43,3.65,0.2,97.0,2.17,659.0,0.4,127.0,4.121,137.0,253.0,"Egg, cheese and ham on bagel",3706,Egg/breakfast sandwiches (single code),4,Other
32202030,13.38,18.1,17.44,1.49,0.2,168.0,2.63,470.0,0.6,163.0,6.928,147.0,286.0,"Egg, cheese, and sausage on English muffin",3706,Egg/breakfast sandwiches (single code),4,Other
32202045,15.95,14.07,22.99,2.97,0.2,93.0,2.06,530.0,0.4,130.0,5.419,145.0,282.0,"Egg, cheese, and steak on bagel",3706,Egg/breakfast sandwiches (single code),4,Other
32202055,10.77,17.73,22.04,7.9,0.6,96.0,1.51,652.0,0.5,132.0,5.649,146.0,291.0,"Egg, cheese, and sausage griddle cake sandwich",3706,Egg/breakfast sandwiches (single code),4,Other
32202060,11.13,20.77,21.05,0.95,0.2,51.0,1.9,672.0,0.5,161.0,6.449,149.0,312.0,Egg and sausage on biscuit,3706,Egg/breakfast sandwiches (single code),4,Other
32202070,12.01,17.48,24.44,1.74,0.2,103.0,1.57,816.0,0.5,166.0,5.893,131.0,301.0,"Egg, cheese, and bacon on biscuit",3706,Egg/breakfast sandwiches (single code),4,Other
32202075,12.03,13.19,26.19,9.56,0.8,109.0,1.65,752.0,0.3,147.0,4.201,158.0,272.0,"Egg, cheese, and bacon griddle cake sandwich",3706,Egg/breakfast sandwiches (single code),4,Other
32202080,13.53,9.05,21.47,1.84,0.4,193.0,2.12,556.0,0.6,168.0,3.83,152.0,221.0,"Egg, cheese, and bacon on English muffin",3706,Egg/breakfast sandwiches (single code),4,Other
32202090,11.33,20.73,19.06,2.19,0.5,126.0,2.49,666.0,0.6,235.0,5.3,167.0,305.0,Egg and bacon on biscuit,3706,Egg/breakfast sandwiches (single code),4,Other
32202110,10.64,14.08,16.37,2.2,0.4,115.0,2.37,720.0,0.6,156.0,3.08,166.0,230.0,Egg and ham on biscuit,3706,Egg/breakfast sandwiches (single code),4,Other
32202120,12.98,16.97,22.64,2.87,0.2,94.0,1.77,550.0,0.4,133.0,6.396,123.0,295.0,"Egg, cheese and sausage on bagel",3706,Egg/breakfast sandwiches (single code),4,Other
35001000,9.31,14.96,9.61,1.33,0.6,37.0,1.34,409.0,0.9,158.0,4.555,246.0,210.0,"Scrambled eggs, sausage, hash brown potatoes (frozen meal)",3002,Meat mixed dishes,4,Meat
35002000,11.12,15.12,10.67,1.27,0.7,41.0,1.39,466.0,1.1,160.0,5.069,292.0,223.0,"Scrambled eggs, bacon, home fried potatoes (frozen meal)",3002,Meat mixed dishes,4,Meat
35003000,8.81,11.67,14.52,4.08,0.8,62.0,1.59,337.0,1.1,167.0,3.49,135.0,201.0,"Scrambled eggs, sausage, pancakes (frozen meal)",3002,Meat mixed dishes,4,Meat
41201020,4.75,0.37,21.14,7.96,4.1,34.0,1.19,343.0,0.0,0.0,0.071,224.0,94.0,"Baked beans, vegetarian",2802,"Beans, peas, legumes",3,Vegetable
41205015,5.34,0.45,13.5,0.61,4.7,34.0,1.62,438.0,0.0,0.0,0.093,344.0,79.0,"Refried beans, fat not added in cooking",2802,"Beans, peas, legumes",3,Vegetable
41206030,6.75,6.57,15.39,6.53,6.9,48.0,1.73,430.0,0.0,6.0,2.352,235.0,142.0,Beans and franks,2802,"Beans, peas, legumes",4,Vegetable
41208030,5.15,0.93,18.69,5.67,4.0,56.0,3.24,437.0,0.0,7.0,0.293,295.0,94.0,Pork and beans,2802,"Beans, peas, legumes",4,Vegetable
41221010,4.8,0.4,20.49,7.78,5.5,50.0,0.29,1.0,0.0,0.0,0.103,296.0,105.0,"Baked beans, low sodium",2802,"Beans, peas, legumes",3,Vegetable
41311000,25.56,3.25,59.87,0.0,18.6,143.0,7.8,1745.0,0.0,4.0,1.084,1000.0,371.0,"Papad (Indian appetizer), grilled or broiled",2802,"Beans, peas, legumes",3,Vegetable
41410010,35.22,25.4,33.55,4.2,17.7,138.0,3.9,163.0,0.0,0.0,3.674,1470.0,471.0,Soy nuts,2802,"Beans, peas, legumes",3,Vegetable
41410015,26.5,7.35,53.15,1.8,3.5,171.0,5.2,842.0,0.0,0.0,1.102,7.0,385.0,Soy chips,5004,"Tortilla, corn, other chips",4,Other
41420010,6.55,3.69,1.8,0.7,0.2,111.0,1.11,8.0,0.0,0.0,0.533,120.0,61.0,Soybean curd,2806,Processed soy products,3,Other
41420050,12.5,8.1,6.9,1.6,0.0,188.0,5.6,20.0,0.0,0.0,1.172,199.0,151.0,Soybean curd cheese,2806,Processed soy products,4,Other
41420110,11.69,6.01,26.47,6.2,5.4,57.0,2.49,3728.0,0.0,0.0,1.139,210.0,199.0,Miso (fermented soybean paste),8404,Soy-based condiments,3,Other
41420200,17.72,11.0,14.36,4.89,5.4,217.0,8.6,7.0,0.0,0.0,1.591,729.0,212.0,Natto (fermented soybean product),8404,Soy-based condiments,3,Other
41420250,3.31,3.39,44.08,27.26,2.8,32.0,1.01,1615.0,0.0,3.0,0.568,119.0,220.0,Hoisin sauce,8404,Soy-based condiments,4,Other
41420300,6.28,0.04,7.61,1.7,0.8,19.0,1.93,5637.0,0.0,0.0,0.005,217.0,53.0,Soy sauce,8404,Soy-based condiments,3,Other
41420350,5.17,0.08,8.51,1.7,0.8,17.0,2.02,3333.0,0.0,0.0,0.01,180.0,53.0,"Soy sauce, reduced sodium",8404,Soy-based condiments,3,Other
41420380,3.5,1.8,15.96,1.24,0.2,118.0,1.06,35.0,0.0,0.0,0.259,47.0,94.0,Soy yogurt,2806,Processed soy products,4,Other
41420400,5.93,0.02,15.56,14.1,0.1,25.0,1.7,3833.0,0.0,0.0,0.0,225.0,89.0,Teriyaki sauce,8404,Soy-based condiments,4,Other
41420410,5.93,0.02,15.58,14.1,0.1,25.0,1.7,1778.0,0.0,0.0,0.0,225.0,89.0,"Teriyaki sauce, reduced sodium",8404,Soy-based condiments,4,Other
41420450,0.0,0.0,19.46,10.03,0.0,107.0,5.3,980.0,0.0,0.0,0.0,800.0,78.0,Worcestershire sauce,8406,Mustard and other condiments,4,Other
41421010,17.19,20.18,10.49,2.72,3.9,372.0,4.87,16.0,0.0,0.0,2.918,146.0,271.0,"Soybean curd, deep fried",2806,Processed soy products,3,Other
41430000,31.0,9.0,49.0,0.0,5.1,880.0,7.0,1540.0,0.0,0.0,1.5,400.0,401.0,"Protein powder, NFS",9999,Not included in a food category,4,Other
41430010,56.4,3.5,28.2,0.0,4.9,438.0,44.44,653.0,12.5,0.0,0.583,378.0,370.0,"Protein supplement, powdered",9999,Not included in a food category,4,Other
41430310,56.4,3.5,28.2,27.2,1.0,1764.0,44.44,653.0,10.0,0.0,0.583,378.0,388.0,Protein diet powder with soy and casein,9999,Not included in a food category,4,Other
41435110,19.75,2.82,62.29,36.68,2.8,282.0,7.62,169.0,0.0,2.0,2.822,325.0,354.0,"High protein bar, candy-like, soy and milk base",5404,Nutrition bars,4,Other
41435120,30.0,14.0,45.0,27.0,2.0,200.0,3.6,450.0,0.0,8.0,4.499,250.0,422.0,Zone Perfect Classic Crunch nutrition bar,5404,Nutrition bars,4,Other
41435300,28.0,12.0,48.73,34.0,4.0,200.0,9.0,150.0,1.6,1.0,1.149,440.0,415.0,Balance Original Bar,5404,Nutrition bars,4,Other
41435500,14.71,5.88,65.44,31.62,7.4,368.0,6.62,195.0,0.0,0.0,1.471,412.0,346.0,Clif Bar,5404,Nutrition bars,4,Other
41435700,28.57,14.3,48.34,20.0,8.6,429.0,5.14,386.0,1.2,0.0,5.446,913.0,436.0,South Beach Living High Protein Cereal Bar,5404,Nutrition bars,4,Other
41435710,31.67,10.0,48.9,29.73,8.3,981.0,9.45,600.0,1.0,1.0,8.631,142.0,412.0,South Beach Living Meal Replacement Bar,5404,Nutrition bars,4,Other
41436000,4.4,3.08,11.88,2.64,2.2,110.0,1.98,92.0,1.1,2.0,0.232,176.0,88.0,"Nutritional supplement for people with diabetes, liquid",7208,Nutritional beverages,4,Other
41440010,3.45,2.39,15.19,7.03,0.0,118.0,1.77,78.0,1.0,0.0,0.248,145.0,96.0,Ensure liquid nutrition,7208,Nutritional beverages,4,Other
41440020,3.43,2.38,16.36,4.68,1.1,136.0,1.75,78.0,1.0,0.0,0.152,144.0,101.0,"Ensure with fiber, liquid",7208,Nutritional beverages,4,Other
41440050,5.16,4.52,19.88,19.88,0.0,79.0,1.79,95.0,1.0,2.0,0.574,175.0,141.0,Ensure Plus liquid nutrition,7208,Nutritional beverages,4,Other
41440100,3.49,3.25,14.01,0.0,0.0,50.0,0.95,60.0,0.5,0.0,0.911,95.0,99.0,"Meal replacement or supplement, liquid, soy-based",7208,Nutritional beverages,4,Other
41480000,4.51,18.64,22.68,7.62,0.9,29.0,0.82,247.0,0.0,0.0,2.774,57.0,261.0,"Tofu, frozen dessert, flavors other than chocolate",5802,Ice cream and frozen dairy desserts,4,Other
41480010,3.24,14.75,25.16,7.12,3.6,31.0,1.76,232.0,0.0,0.0,3.504,272.0,237.0,"Tofu, frozen dessert, chocolate",5802,Ice cream and frozen dairy desserts,4,Other
41502000,5.25,5.52,21.67,10.79,2.3,32.0,1.19,476.0,0.2,17.0,1.813,215.0,154.0,"Beans and franks, frozen dinner",3002,Meat mixed dishes,4,Meat
41601030,2.42,0.66,7.71,1.24,3.4,19.0,0.75,487.0,0.0,0.0,0.17,125.0,46.0,Black bean soup,3802,Soups,4,Other
41601160,4.19,1.03,13.66,3.17,4.0,38.0,1.02,187.0,0.0,2.0,0.252,158.0,74.0,"Bean and ham soup, canned, reduced sodium, prepared with water or ready-to-serve",3802,Soups,4,Other
41602010,4.62,1.66,11.17,1.91,1.7,14.0,0.89,301.0,0.0,3.0,0.66,127.0,77.0,"Pea and ham soup, chunky style, canned or ready-to-serve",3802,Soups,4,Other
41602030,4.62,1.66,11.17,1.91,1.7,14.0,0.89,301.0,0.0,3.0,0.66,127.0,77.0,Split pea and ham soup,3802,Soups,4,Other
41602050,3.2,1.09,9.88,3.19,1.9,12.0,0.73,336.0,0.0,0.0,0.524,71.0,61.0,Split pea soup,3802,Soups,4,Other
41602070,3.85,0.92,11.83,5.06,1.9,17.0,0.77,166.0,0.0,2.0,0.3,183.0,71.0,"Split pea soup, canned, reduced sodium, prepared with water or ready-to-serve",3802,Soups,4,Other
41602090,4.0,0.7,11.4,1.57,1.9,16.0,0.7,196.0,0.0,3.0,0.294,204.0,68.0,"Split pea and ham soup, canned, reduced sodium, prepared with water or ready-to-serve",3802,Soups,4,Other
41810200,10.68,29.52,6.32,0.0,2.6,23.0,2.41,1465.0,0.0,0.0,4.622,170.0,310.0,"Bacon strip, meatless",2806,Processed soy products,4,Other
41810250,32.0,25.9,28.6,0.0,10.2,101.0,0.72,1770.0,0.0,0.0,4.055,145.0,476.0,"Bacon bits, meatless",2604,Bacon,4,Other
41810400,18.53,18.16,9.84,0.0,2.8,63.0,3.72,888.0,0.0,0.0,2.926,231.0,257.0,"Breakfast link, pattie, or slice, meatless",2806,Processed soy products,4,Other
41810600,23.64,12.73,3.64,0.0,3.6,35.0,3.27,709.0,0.0,0.0,1.82,54.0,224.0,"Chicken, meatless, NFS",2806,Processed soy products,4,Other
41810610,21.28,12.77,8.51,0.0,4.3,42.0,3.83,400.0,0.0,0.0,1.13,300.0,234.0,"Chicken, meatless, breaded, fried",2806,Processed soy products,4,Other
41811200,23.0,18.0,9.0,0.8,6.1,95.0,2.0,490.0,0.0,0.0,2.849,600.0,290.0,"Fish stick, meatless",2806,Processed soy products,4,Other
41811400,19.61,13.73,7.7,0.0,3.9,33.0,1.41,471.0,0.0,0.0,1.961,98.0,233.0,"Frankfurter or hot dog, meatless",2806,Processed soy products,4,Other
41811600,17.78,11.11,4.44,2.22,0.0,41.0,1.8,711.0,0.0,0.0,1.338,200.0,189.0,"Luncheon slice, meatless-beef, chicken, salami or turkey",2806,Processed soy products,4,Other
41811800,21.0,9.0,8.0,1.25,4.6,25.0,2.16,550.0,0.0,0.0,1.425,180.0,197.0,"Meatball, meatless",2806,Processed soy products,4,Other
41811890,15.7,6.3,14.27,1.07,4.9,136.0,2.41,569.0,0.0,5.0,1.44,333.0,177.0,"Vegetarian burger or patty, meatless, no bun",2806,Processed soy products,4,Other
41812450,7.44,2.93,13.89,2.55,4.4,26.0,2.18,316.0,0.0,0.0,0.487,363.0,107.0,Vegetarian chili (made with meat substitute),2806,Processed soy products,4,Other
41812900,21.0,9.0,8.0,1.2,4.6,29.0,2.1,550.0,0.0,0.0,1.425,180.0,197.0,Vegetarian meat loaf or patties (meat loaf made with meat substitute),2806,Processed soy products,4,Other
42101000,21.22,49.42,21.67,3.89,12.2,264.0,3.72,1.0,0.0,0.0,3.731,705.0,575.0,"Almonds, unroasted",2804,Nuts and seeds,1,Other
42101100,21.23,55.17,17.68,4.55,10.5,291.0,3.68,339.0,0.0,0.0,4.208,699.0,607.0,"Almonds, roasted",2804,Nuts and seeds,3,Other
42101200,21.06,52.05,21.2,4.93,10.9,267.0,3.83,339.0,0.0,0.0,4.03,712.0,595.0,"Almonds, dry roasted (assume salted)",2804,Nuts and seeds,3,Other
42101210,21.06,52.05,21.2,4.93,10.9,267.0,3.83,3.0,0.0,0.0,4.03,712.0,595.0,"Almonds, dry roasted, without salt",2804,Nuts and seeds,1,Other
42101350,18.74,48.61,25.38,13.77,9.3,257.0,3.29,299.0,0.0,0.0,3.708,622.0,571.0,"Almonds, honey-roasted",2804,Nuts and seeds,3,Other
42102000,14.32,66.43,12.27,2.33,7.5,160.0,2.43,3.0,0.0,0.0,15.137,659.0,656.0,Brazil nuts,2804,Nuts and seeds,1,Other
42104000,16.84,47.77,30.16,5.01,3.3,43.0,6.05,308.0,0.0,0.0,8.478,632.0,581.0,"Cashew nuts, NFS",2804,Nuts and seeds,3,Other
42104100,16.84,47.77,30.16,5.01,3.3,43.0,6.05,308.0,0.0,0.0,8.478,632.0,581.0,"Cashew nuts, roasted (assume salted)",2804,Nuts and seeds,3,Other
42104110,16.84,47.77,29.87,5.01,3.3,43.0,6.05,13.0,0.0,0.0,8.478,632.0,580.0,"Cashew nuts, roasted, without salt",2804,Nuts and seeds,3,Other
42104200,15.31,46.35,32.69,5.01,3.0,45.0,6.0,640.0,0.0,0.0,9.157,565.0,574.0,"Cashew nuts, dry roasted",2804,Nuts and seeds,3,Other
42104205,15.31,46.35,32.69,5.01,3.0,45.0,6.0,16.0,0.0,0.0,9.157,565.0,574.0,"Cashew nuts, dry roasted, without salt",2804,Nuts and seeds,1,Other
42104500,14.52,41.08,37.48,15.82,2.9,38.0,5.26,265.0,0.0,0.0,7.29,551.0,542.0,"Cashew nuts, honey-roasted",2804,Nuts and seeds,3,Other
42105000,3.17,2.2,52.96,10.6,5.1,29.0,0.91,2.0,0.0,0.0,0.414,592.0,245.0,"Chestnuts, roasted",2804,Nuts and seeds,1,Other
42106000,3.33,33.49,15.23,6.23,9.0,14.0,2.43,20.0,0.0,0.0,29.698,356.0,354.0,"Coconut meat, fresh",2804,Nuts and seeds,1,Other
